Id,Fecha,Año,Mes,Día,Día_Semana,Hora completa,Hora,Numero_víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango_etario,Fecha_fallecimiento,Lugar_del_hecho,Tipo_de_calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Coordenada_x,Coordenada_y,Pos x,Pos y,Semestre
2017-0035,2017-03-23,2017,3,23,Jueves,05:00:00,5,3,AUTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,AUTO,MASCULINO,30, Entre 21- 40,2017-03-23 00:00:00,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","VILLAFLOR, AZUCENA","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,109583.11620052,102006.72069921,-58.35881506,-34.61113641,2017-1
2017-0036,2017-03-29,2017,3,29,Miercoles,18:00:00,18,2,MOTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MOTO,FEMENINO,,,2017-03-29 00:00:00,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,95300.18060161,105287.23850698,-58.51452347,-34.58159762,2017-1
2017-0036,2017-03-29,2017,3,29,Miercoles,18:00:00,18,2,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,20, Entre 21- 40,2017-03-29 00:00:00,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",CAMPANA,"PAZ, GRAL. AV. y CAMPANA",12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,95300.18060161,105287.23850698,-58.51452347,-34.58159762,2017-1
2017-0037,2017-03-31,2017,3,31,Viernes,03:00:00,3,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,41,Entre 41-60,2017-03-31 00:00:00,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,106817.01972475,101248.18030272,-58.38896772,-34.61799615,2017-1
2017-0038,2017-04-01,2017,4,1,Sabado,19:00:00,19,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,FEMENINO,40,Entre 41-60,2017-04-01 00:00:00,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,LAUTARO,CASTAÃ‘ARES AV. y LAUTARO,7,FLORES - PARQUE CHACABUCO,101662.32423755,98406.44885071,-58.44516857,-34.64363363,2017-1
2017-0040,2017-04-03,2017,4,3,Lunes,09:40:00,9,1,MULTIPLE,CONDUCTOR,MULTIPLE,AUTO,MASCULINO,43,Entre 41-60,2017-04-03 00:00:00,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",,"GUIRALDES, INT. 2699",13,BELGRANO - COLEGIALES - NUÃ‘EZ,102290.82648731,109281.08885461,-58.43834197,-34.54560369,2017-1
2017-0041,2017-04-03,2017,4,3,Lunes,23:15:00,23,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,17,Menos de 20,SD,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",,"FERNANDEZ MORENO, BALDOMERO 2186",7,FLORES - PARQUE CHACABUCO,100774.70463767,99328.98632835,-58.45485084,-34.63531854,2017-1
2017-0042,,,0,0,,,,0,,CONDUCTOR,,,MASCULINO,,,2017-04-10 00:00:00,,,,,,0,,,,,,<NA>-1
2017-0045,2017-04-14,2017,4,14,Viernes,06:15:00,6,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,21, Entre 21- 40,2017-04-14 00:00:00,NOGOYA 5940,CALLE,NOGOYA,,NOGOYA 5940,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,94388.40460408,100522.78812728,-58.52449285,-34.62454175,2017-1
2017-0047,2017-04-23,2017,4,23,Domingo,06:30:00,6,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,37, Entre 21- 40,2017-04-23 00:00:00,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,CORVALAN,ARGENTINA AV. y CORVALAN,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,99648.31069819,95261.11808541,-58.46713742,-34.67198790,2017-1
2017-0049,2017-04-27,2017,4,27,Jueves,18:16:00,18,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,22, Entre 21- 40,2017-04-27 00:00:00,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,102273.01728657,97084.66236498,-58.43850413,-34.65554754,2017-1
2017-0050,,,0,0,,,,0,,CONDUCTOR,,,MASCULINO,46,Entre 41-60,2017-04-28 00:00:00,,,,,,0,,,,,,<NA>-1
2017-0050,,,0,0,,,,0,,PASAJERO_ACOMPAÑANTE,,,MASCULINO,16,Menos de 20,2017-04-28 00:00:00,,,,,,0,,,,,,<NA>-1
2017-0051,,,0,0,,,,0,,CONDUCTOR,,,MASCULINO,33, Entre 21- 40,2017-05-01 00:00:00,,,,,,0,,,,,,<NA>-1
2017-0052,2017-05-05,2017,5,5,Viernes,03:40:00,3,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,47,Entre 41-60,2017-05-05 00:00:00,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",GOLETA SANTA CRUZ,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,97173.99360188,94265.65054023,-58.49413799,-34.68095739,2017-1
2017-0053,2017-05-05,2017,5,5,Viernes,20:16:22,20,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,28, Entre 21- 40,2017-05-05 00:00:00,VIEYTES Y VILLARINO,CALLE,VIEYTES,VILLARINO,VIEYTES y VILLARINO,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,108050.74089604,97335.15201103,-58.37547846,-34.65326075,2017-1
2017-0054,2017-05-07,2017,5,7,Domingo,21:00:00,21,1,MOTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MOTO,FEMENINO,20, Entre 21- 40,2017-05-07 00:00:00,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,"MORAN, PEDRO","DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,97843.76024114,104700.29820723,-58.48680218,-34.58689719,2017-1
2017-0055,2017-05-09,2017,5,9,Martes,08:30:00,8,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,32, Entre 21- 40,2017-05-09 00:00:00,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,,DE LOS CONSTITUYENTES AV. 4900,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,97032.68537217,105507.05805581,-58.49563989,-34.57962262,2017-1
2017-0058,2017-05-09,2017,5,9,Martes,23:10:00,23,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,80,Más de 80,2017-05-09 00:00:00,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,LIBERTAD,CORDOBA AV. y LIBERTAD,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107271.27725903,103337.46347012,-58.38403232,-34.59915940,2017-1
2017-0059,2017-05-11,2017,5,11,Jueves,09:24:00,9,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39, Entre 21- 40,2017-05-11 00:00:00,BRASIL Y LIMA,CALLE,BRASIL,LIMA,BRASIL y LIMA,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107433.79647713,100255.6831921,-58.38223382,-34.62693865,2017-1
2017-0060,2017-05-13,2017,5,13,Sabado,07:20:00,7,1,MOTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,MOTO,MASCULINO,30, Entre 21- 40,2017-05-13 00:00:00,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,100333.14201607,95123.00813458,-58.45966521,-34.67323292,2017-1
2017-0061,2017-05-15,2017,5,15,Lunes,13:29:30,13,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,47,Entre 41-60,2017-05-16 00:00:00,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,CALLAO AV.,PARAGUAY y CALLAO AV.,2,RECOLETA,106445.10866138,103387.80115442,-58.39303911,-34.59871111,2017-1
2017-0062,2017-05-15,2017,5,15,Lunes,16:00:00,16,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,35, Entre 21- 40,2017-05-15 00:00:00,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",SAN BLAS,"JUSTO, JUAN B. AV. y SAN BLAS",10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,95477.60201436,99478.59069542,-58.51262106,-34.63395999,2017-1
2017-0063,2017-05-17,2017,5,17,Miercoles,10:13:00,10,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,79,Entre 61-80,2017-05-17 00:00:00,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,9 DE JULIO AV.,CHILE y 9 DE JULIO AV.,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107531.03549571,101417.11038758,-58.38118367,-34.61646839,2017-1
2017-0064,2017-05-20,2017,5,20,Sabado,05:00:00,5,1,CARGAS-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,CARGAS,MASCULINO,61,Entre 61-80,2017-05-20 00:00:00,MAIPU Y PERON,CALLE,MAIPU,"PERON, JUAN DOMINGO, TTE. GENERAL","MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107958.58079244,102597.49225224,-58.37653284,-34.60582475,2017-1
2017-0065,2017-05-22,2017,5,22,Lunes,16:00:00,16,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,MASCULINO,21, Entre 21- 40,2017-05-22 00:00:00,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,HERRERA,SUAREZ AV. y HERRERA,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,107903.91828587,98767.43091425,-58.37709334,-34.64035082,2017-1
2017-0066,2017-05-22,2017,5,22,Lunes,18:10:00,18,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,10,Menos de 20,2017-05-22 00:00:00,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,FRAGATA PRES. SARMIENTO,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,100300.69930045,102792.78597597,-58.46002142,-34.60409469,2017-1
2017-0067,2017-05-23,2017,5,23,Martes,02:45:00,2,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,21, Entre 21- 40,2017-05-23 00:00:00,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,"MORENO, JOSE MARIA AV.","DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,CABALLITO,102703.30911569,100138.40769771,-58.43381970,-34.62801894,2017-1
2017-0068,2017-05-27,2017,5,27,Sabado,19:50:00,19,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,32, Entre 21- 40,2017-05-27 00:00:00,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,102520.03961549,96105.29592085,-58.43580656,-34.66437532,2017-1
2017-0069,2017-05-24,2017,5,24,Miercoles,14:15:00,14,1,MOTO-SD,CONDUCTOR,SD,MOTO,MASCULINO,39, Entre 21- 40,2017-05-29 00:00:00,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.","SCHMIDL, ULRICO","PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,94644.00300729,96592.22735507,-58.52173071,-34.65997463,2017-1
2017-0070,2017-05-30,2017,5,30,Martes,13:20:00,13,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,Más de 80,2017-05-31 00:00:00,NUEVA YORK  3696,CALLE,NUEVA YORK,,NUEVA YORK 3696,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,95907.08722675,103463.22327776,-58.50791763,-34.59804273,2017-1
2017-0072,2017-06-03,2017,6,3,Sabado,23:20:00,23,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,25, Entre 21- 40,2017-06-03 00:00:00,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,VALLEJOS,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,97389.59663507,105213.53381695,-58.49175088,-34.58226957,2017-1
2017-0073,2017-06-04,2017,6,4,Domingo,09:00:00,9,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,19,Menos de 20,2017-06-04 00:00:00,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,ECUADOR,CORRIENTES AV. y ECUADOR,3,BALVANERA - SAN CRISTOBAL,105089.38820014,102773.44772064,-58.40781467,-34.60425669,2017-1
2017-0074,2017-06-04,2017,6,4,Domingo,12:50:00,12,1,SD-SD,SD,SD,SD,MASCULINO,70,Entre 61-80,2017-06-04 00:00:00,CASCO 133,CALLE,CASCO,,CASCO 133,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,94281.31244858,99043.29027489,-58.52567073,-34.63787791,2017-1
2017-0075,2017-06-12,2017,6,12,Lunes,22:38:00,22,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,55,Entre 41-60,2017-06-12 00:00:00,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,9 DE JULIO AV.,DE MAYO AV. y 9 DE JULIO AV.,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107498.83241886,102238.54924157,-58.38154200,-34.60906385,2017-1
2017-0076,2017-06-13,2017,6,13,Martes,14:50:00,14,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,30, Entre 21- 40,2017-06-13 00:00:00,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,RECOLETA,107160.34141948,105678.38284277,-58.38526125,-34.57805810,2017-1
2017-0077,2017-06-17,2017,6,17,Sabado,23:45:00,23,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,60,Entre 61-80,2017-06-18 00:00:00,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,,FRAY JUSTO SANTAMARIA DE ORO 1930,14,PALERMO,103115.59520137,104964.08461543,-58.42934104,-34.58451712,2017-1
2017-0079,2017-06-19,2017,6,19,Lunes,16:26:00,16,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,33, Entre 21- 40,2017-06-19 00:00:00,MEXICO Y DEAN FUNES,CALLE,MEXICO,DEAN FUNES,MEXICO y DEAN FUNES,3,BALVANERA - SAN CRISTOBAL,105202.26736061,101269.73269565,-58.40657493,-34.61781124,2017-1
2017-0080,2017-06-22,2017,6,22,Jueves,10:15:00,10,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,95,Más de 80,2017-06-22 00:00:00,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ESCALADA AV.,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,97070.50716478,98268.08001276,-58.49525314,-34.64487785,2017-1
2017-0082,2017-06-25,2017,6,25,Domingo,22:40:00,22,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36, Entre 21- 40,2017-06-25 00:00:00,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,BRASIL,ENTRE RIOS AV. y BRASIL,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,106636.30041967,99991.34072603,-58.39092851,-34.62932696,2017-1
2017-0083,2017-07-04,2017,7,4,Martes,00:25:00,0,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,37, Entre 21- 40,2017-07-04 00:00:00,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,96998.81124177,98183.20743664,-58.49603546,-34.64564271,2017-2
2017-0084,2017-07-05,2017,7,5,Miercoles,12:49:00,12,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,73,Entre 61-80,2017-07-05 00:00:00,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,RODRIGUEZ PE?A,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,RECOLETA,107180.90591568,104682.5494516,-58.38502878,-34.58703485,2017-2
2017-0085,2017-07-07,2017,7,7,Viernes,14:15:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,Más de 80,2017-07-07 00:00:00,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,"GARCIA, MARTIN AV.","TACUARI y GARCIA, MARTIN AV.",4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,108315.72323297,99748.4578396,-58.37261143,-34.63150425,2017-2
2017-0086,2017-07-09,2017,7,9,Domingo,07:30:00,7,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30, Entre 21- 40,2017-07-09 00:00:00,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,94914.28538682,98912.56901137,-58.51876802,-34.63905965,2017-2
2017-0087,2017-07-10,2017,7,10,Lunes,10:45:00,10,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,73,Entre 61-80,2017-07-10 00:00:00,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,,24 DE NOVIEMBRE 390,3,BALVANERA - SAN CRISTOBAL,104800.65774098,101563.94663965,-58.41095567,-34.61516101,2017-2
2017-0088,2017-07-10,2017,7,10,Lunes,22:30:00,22,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,43,Entre 41-60,2017-07-10 00:00:00,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,108741.4823867,100448.08502809,-58.36797542,-34.62519403,2017-2
2017-0089,2017-07-13,2017,7,13,Jueves,12:05:00,12,1,SD-AUTO,SD,AUTO,SD,MASCULINO,23, Entre 21- 40,SD,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",,"LEGUIZAMON, MARTINIANO 901",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,95246.7868401,97935.32361317,-58.51514709,-34.64787051,2017-2
2017-0090,2017-07-15,2017,7,15,Sabado,05:15:00,5,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,22, Entre 21- 40,2017-07-15 00:00:00,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,94866.55993974,104164.40879727,-58.51925642,-34.59171721,2017-2
2017-0091,2017-07-15,2017,7,15,Sabado,13:00:00,13,1,MOTO-SD,CONDUCTOR,SD,MOTO,MASCULINO,58,Entre 41-60,2017-07-15 00:00:00,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,97850.5741709,109546.39428377,-58.48671535,-34.54321216,2017-2
2017-0092,2017-07-24,2017,7,24,Lunes,22:16:01,22,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,66,Entre 61-80,2017-07-24 00:00:00,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107392.50226602,100712.59265582,-58.38268809,-34.62282019,2017-2
2017-0093,2017-07-25,2017,7,25,Martes,16:48:40,16,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,,,2017-07-25 00:00:00,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,BELGRANO - COLEGIALES - NUÃ‘EZ,102474.90818824,108830.74789029,-58.43633522,-34.54966288,2017-2
2017-0094,2017-07-27,2017,7,27,Jueves,08:50:00,8,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,FEMENINO,56,Entre 41-60,2017-07-27 00:00:00,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",,"HUGO, VICTOR 2639",10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,94212.26181299,101286.25735606,-58.52640838,-34.61765855,2017-2
2017-0095,2017-08-06,2017,8,6,Domingo,08:00:00,8,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,36, Entre 21- 40,2017-08-06 00:00:00,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,"SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",14,PALERMO,104068.94257873,103491.45652529,-58.41894306,-34.59778875,2017-2
2017-0096,2017-08-07,2017,8,7,Lunes,19:50:00,19,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,87,Más de 80,2017-08-07 00:00:00,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,NU?EZ,CABILDO AV. y NUÃ‘EZ,13,BELGRANO - COLEGIALES - NUÃ‘EZ,99608.90354249,108823.89449537,-58.46756026,-34.54972741,2017-2
2017-0098,2017-08-08,2017,8,8,Martes,12:10:00,12,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,61,Entre 61-80,2017-08-08 00:00:00,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",,"BONIFACIO, JOSE 2114",7,FLORES - PARQUE CHACABUCO,100563.22594607,99771.56223988,-58.45715752,-34.63132912,2017-2
2017-0099,2017-08-17,2017,8,17,Jueves,19:45:00,19,1,BICICLETA-AUTO,CICLISTA,AUTO,BICICLETA,MASCULINO,28, Entre 21- 40,2017-08-17 00:00:00,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,"FIGUEROA ALCORTA, PRES. AV. 5400",14,PALERMO,103600.34605991,107446.36084135,-58.42406784,-34.56213916,2017-2
2017-0100,2017-08-21,2017,8,21,Lunes,07:45:00,7,1,MOTO-OBJETO FIJO,PASAJERO_ACOMPAÑANTE,OBJETO FIJO,MOTO,FEMENINO,16,Menos de 20,2017-08-21 00:00:00,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,BALVANERA - SAN CRISTOBAL,106103.99852157,101567.67895783,-58.39674470,-34.61512051,2017-2
2017-0101,2017-08-23,2017,8,23,Miercoles,10:00:00,10,1,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,61,Entre 61-80,2017-08-23 00:00:00,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",ZAPATA,"LACROZE, FEDERICO AV. y ZAPATA",13,BELGRANO - COLEGIALES - NUÃ‘EZ,101644.77699748,106480.78805418,-58.44537508,-34.57084818,2017-2
2017-0102,2017-08-24,2017,8,24,Jueves,01:10:00,1,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,46,Entre 41-60,2017-08-24 00:00:00,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,105750.92237188,97579.79677541,-58.40056767,-34.65107080,2017-2
