Id,Fecha,Año,Mes,Día,Día_Semana,Hora completa,Hora,Numero_víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango_etario,Fecha_fallecimiento,Lugar_del_hecho,Tipo_de_calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Coordenada_x,Coordenada_y,Pos x,Pos y,Semestre
2018-0090,2018-08-18,2018,8,18,Sabado,10:34:00,10,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,27, Entre 21- 40,2018-08-18 00:00:00,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,102791.00899168,95424.06973029,-58.43284809,-34.67051543,2018-2
2018-0091,2018-08-19,2018,8,19,Domingo,18:47:00,18,1,AUTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,FEMENINO,23, Entre 21- 40,2018-08-19 00:00:00,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,94544.313443,99185.28796442,-58.52280139,-34.63659934,2018-2
2018-0092,2018-08-20,2018,8,20,Lunes,08:20:00,8,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,23, Entre 21- 40,2018-08-20 00:00:00,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,GASCON,CORDOBA AV. y GASCON,14,PALERMO,103662.91363929,103496.49206019,-58.42336930,-34.59774487,2018-2
2018-0093,2018-08-20,2018,8,20,Lunes,08:41:00,8,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24, Entre 21- 40,2018-08-20 00:00:00,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,,15 DE NOVIEMBRE DE 1889 1513,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107004.02001368,99798.84856249,-58.38691681,-34.63105973,2018-2
2018-0094,2018-08-23,2018,8,23,Jueves,05:35:00,5,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,32, Entre 21- 40,2018-08-23 00:00:00,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",BERUTI,"SALGUERO, JERONIMO y BERUTI",14,PALERMO,104734.93787233,104821.22705013,-58.41169020,-34.58579880,2018-2
2018-0095,2018-08-26,2018,8,26,Domingo,00:59:00,0,1,AUTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,FEMENINO,49,Entre 41-60,2018-08-26 00:00:00,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,99624.29795829,97569.69801131,-58.46739825,-34.65117757,2018-2
2018-0096,2018-08-31,2018,8,31,Viernes,22:20:00,22,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39, Entre 21- 40,2018-08-31 00:00:00,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,101692.57924565,95312.63822646,-58.44483258,-34.67152226,2018-2
2018-0097,2018-09-02,2018,9,2,Domingo,10:50:00,10,1,AUTO-MOVIL,CONDUCTOR,OTRO,AUTO,FEMENINO,35, Entre 21- 40,2018-09-02 00:00:00,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,"RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,102819.52927414,96448.46140692,-58.43254025,-34.66128115,2018-2
2018-0098,2018-09-09,2018,9,9,Domingo,05:00:00,5,2,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,55,Entre 41-60,2018-09-09 00:00:00,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,99203.46279192,92552.75548716,-58.47199387,-34.69640164,2018-2
2018-0098,2018-09-09,2018,9,9,Domingo,05:00:00,5,2,AUTO-AUTO,PASAJERO_ACOMPAÑANTE,AUTO,AUTO,MASCULINO,54,Entre 41-60,2018-09-09 00:00:00,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,99203.46279192,92552.75548716,-58.47199387,-34.69640164,2018-2
2018-0099,2018-09-12,2018,9,12,Miercoles,14:25:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,18,Menos de 20,2018-09-13 00:00:00,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,PEDERNERA,RIVADAVIA AV. y PEDERNERA,7,FLORES - PARQUE CHACABUCO,99925.51296558,100002.14427355,-58.46411215,-34.62925068,2018-2
2018-0100,2018-09-20,2018,9,20,Jueves,10:30:00,10,1,MOTO-AUTO,SD,AUTO,MOTO,FEMENINO,33, Entre 21- 40,2018-09-20 00:00:00,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,109273.33013929,100616.46322293,-58.36217754,-34.62367156,2018-2
2018-0101,2018-09-21,2018,9,21,Viernes,00:15:00,0,1,MULTIPLE,CONDUCTOR,MULTIPLE,AUTO,MASCULINO,,,2018-09-21 00:00:00,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.",ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,98376.44189669,109821.71138325,-58.48098594,-34.54073130,2018-2
2018-0102,2018-09-21,2018,9,21,Viernes,00:30:00,0,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,20, Entre 21- 40,2018-09-21 00:00:00,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,104810.02928662,98097.69340075,-58.41083404,-34.64640709,2018-2
2018-0103,2018-09-27,2018,9,27,Jueves,17:51:00,17,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,1,Menos de 20,2018-09-29 00:00:00,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.","CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,FLORES - PARQUE CHACABUCO,101577.07056955,98313.98170453,-58.44609828,-34.64446729,2018-2
2018-0104,2018-10-01,2018,10,1,Lunes,08:58:00,8,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,22, Entre 21- 40,2018-10-01 00:00:00,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,107903.91828587,98767.43091425,-58.37709334,-34.64035082,2018-2
2018-0105,2018-10-03,2018,10,3,Miercoles,18:12:00,18,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,56,Entre 41-60,2018-10-03 00:00:00,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,FLORES - PARQUE CHACABUCO,99418.67591727,99840.67619219,-58.46963952,-34.63070603,2018-2
2018-0106,2018-10-04,2018,10,4,Jueves,22:02:00,22,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,27, Entre 21- 40,2018-10-04 00:00:00,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,BELGRANO - COLEGIALES - NUÃ‘EZ,102437.44187502,108614.72855724,-58.43674281,-34.55161027,2018-2
2018-0107,2018-10-06,2018,10,6,Sabado,14:20:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62,Entre 61-80,2018-10-06 00:00:00,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,3,BALVANERA - SAN CRISTOBAL,105258.35368554,102122.932314,-58.40596860,-34.61011987,2018-2
2018-0108,2018-10-09,2018,10,9,Martes,14:00:00,14,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,37, Entre 21- 40,2018-10-10 00:00:00,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,109333.85016626,102728.0677758,-58.36154069,-34.60463618,2018-2
2018-0109,2018-10-10,2018,10,10,Miercoles,22:12:00,22,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,34, Entre 21- 40,2018-10-10 00:00:00,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,108501.28725227,103169.39367565,-58.37062179,-34.60066507,2018-2
2018-0110,2018-10-13,2018,10,13,Sabado,03:05:00,3,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,60,Entre 61-80,2018-10-14 00:00:00,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,102852.69197214,103016.76479974,-58.43220014,-34.60207186,2018-2
2018-0111,2018-10-19,2018,10,19,Viernes,12:13:00,12,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,28, Entre 21- 40,2018-10-19 00:00:00,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,99423.87045126,97756.09331484,-58.46958442,-34.64949724,2018-2
2018-0112,2018-10-24,2018,10,24,Miercoles,09:18:00,9,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,28, Entre 21- 40,2018-10-24 00:00:00,Muñecas y Serrano,CALLE,MU?ECAS,SERRANO,MUÃ‘ECAS y SERRANO,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,101521.4105861,103279.18839709,-58.44671397,-34.59970903,2018-2
2018-0113,2018-10-25,2018,10,25,Jueves,11:00:00,11,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,20, Entre 21- 40,2018-10-25 00:00:00,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,99245.93828707,101610.8222803,-58.47152163,-34.61474911,2018-2
2018-0114,2018-10-30,2018,10,30,Martes,02:15:00,2,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,23, Entre 21- 40,2018-10-30 00:00:00,Solis e Independencia Av.,AVENIDA,SOLIS,INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,106692.15004353,101239.02351805,-58.39032921,-34.61807951,2018-2
2018-0115,2018-10-31,2018,10,31,Miercoles,12:30:00,12,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,42,Entre 41-60,2018-11-01 00:00:00,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,93987.63954589,98477.26093452,-58.52887773,-34.64297861,2018-2
2018-0116,2018-11-01,2018,11,1,Jueves,10:50:00,10,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,48,Entre 41-60,2018-11-08 00:00:00,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 14800",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,97213.03214767,94392.58930391,-58.49371157,-34.67981324,2018-2
2018-0117,2018-11-04,2018,11,4,Domingo,08:15:00,8,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,30, Entre 21- 40,2018-11-08 00:00:00,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 5321",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,98224.84159668,96577.14272605,-58.48266599,-34.66012327,2018-2
2018-0118,2018-11-05,2018,11,5,Lunes,14:49:00,14,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,80,Más de 80,2018-11-05 00:00:00,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,BALVANERA - SAN CRISTOBAL,105244.38396064,102386.61371612,-58.40612253,-34.60774301,2018-2
2018-0119,2018-11-05,2018,11,5,Lunes,22:35:00,22,1,PEATON-SD,PEATON,SD,PEATON,FEMENINO,32, Entre 21- 40,2018-11-06 00:00:00,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAN PEDRITO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,102489.86457298,96266.15892101,-58.43613623,-34.66292532,2018-2
2018-0120,2018-11-09,2018,11,9,Viernes,13:34:00,13,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,51,Entre 41-60,2018-11-20 00:00:00,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,98237.46824855,106343.83342545,-58.48250732,-34.57208238,2018-2
2018-0121,2018-11-09,2018,11,9,Viernes,16:32:00,16,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,72,Entre 61-80,2018-11-09 00:00:00,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,MANZONI,RIVADAVIA AV. y MANZONI,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,96684.78779898,99093.85665638,-58.49945705,-34.63743280,2018-2
2018-0122,2018-11-12,2018,11,12,Lunes,01:00:00,1,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,33, Entre 21- 40,2018-11-12 00:00:00,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,98704.10681045,95222.6268952,-58.47743966,-34.67233407,2018-2
2018-0123,2018-11-12,2018,11,12,Lunes,03:32:00,3,1,AUTO-SD,CONDUCTOR,SD,AUTO,MASCULINO,25, Entre 21- 40,2018-11-12 00:00:00,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,96405.76679348,94981.38013791,-58.50251790,-34.67450313,2018-2
2018-0124,2018-11-15,2018,11,15,Jueves,19:40:00,19,1,CARGAS-CARGAS,CONDUCTOR,CARGAS,CARGAS,MASCULINO,44,Entre 41-60,2018-11-15 00:00:00,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,94668.77734942,99160.32825286,-58.52144411,-34.63682499,2018-2
2018-0125,2018-11-16,2018,11,16,Viernes,21:12:00,21,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,29, Entre 21- 40,2018-11-17 00:00:00,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,VENTANA,SAENZ AV. y VENTANA,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,104289.92773867,97606.13539657,-58.41650465,-34.65084045,2018-2
2018-0126,2018-11-18,2018,11,18,Domingo,12:11:00,12,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,27, Entre 21- 40,2018-11-23 00:00:00,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.","FALCON, RAMON L.,CNEL.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,93889.86789861,98745.59348173,-58.52994219,-34.64055918,2018-2
2018-0127,2018-11-19,2018,11,19,Lunes,09:14:00,9,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,29, Entre 21- 40,2018-11-19 00:00:00,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CONSTITUYENTES AV.,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,95720.94836751,106663.03756022,-58.50993046,-34.56919739,2018-2
2018-0128,2018-11-25,2018,11,25,Domingo,04:30:00,4,2,AUTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,AUTO,MASCULINO,49,Entre 41-60,2018-11-25 00:00:00,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 11200",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,94027.41355272,98150.01779732,-58.52844623,-34.64592873,2018-2
2018-0128,2018-11-25,2018,11,25,Domingo,04:30:00,4,2,AUTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,AUTO,FEMENINO,39, Entre 21- 40,2018-11-25 00:00:00,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 11200",9,LINIERS - MATADEROS - PARQUE AVELLANEDA,94027.41355272,98150.01779732,-58.52844623,-34.64592873,2018-2
2018-0129,2018-11-28,2018,11,28,Miercoles,04:01:00,4,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,37, Entre 21- 40,2018-11-30 00:00:00,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",GUEVARA,"NEWBERY, JORGE AV. y GUEVARA",15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,101200.556326,104694.2479865,-58.45021367,-34.58695347,2018-2
2018-0130,2018-12-03,2018,12,3,Lunes,03:00:00,3,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,,,2018-12-03 00:00:00,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,SEGUROLA AV.,GAONA AV. y SEGUROLA AV.,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,97531.36286491,100173.6104911,-58.49022072,-34.62770192,2018-2
2018-0131,2018-12-07,2018,12,7,Viernes,19:10:00,19,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,29, Entre 21- 40,2018-12-07 00:00:00,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",,"MADERO, EDUARDO AV. 550",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,108685.9089459,103124.78289557,-58.36860866,-34.60106568,2018-2
2018-0132,2018-12-12,2018,12,12,Miercoles,08:26:00,8,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70,Entre 61-80,2018-12-12 00:00:00,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,"CASTILLO, RAMON S., PRES. AV.","AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,RECOLETA,106275.90279188,106304.98623165,-58.39490504,-34.57241534,2018-2
2018-0133,2018-12-12,2018,12,12,Miercoles,14:07:00,14,1,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60,Entre 61-80,2018-12-12 00:00:00,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,FLORES - PARQUE CHACABUCO,99418.67591727,99840.67619219,-58.46963952,-34.63070603,2018-2
2018-0134,2018-12-12,2018,12,12,Miercoles,21:00:00,21,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,56,Entre 41-60,2018-12-13 00:00:00,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,CASEROS AV.,LA PLATA AV. y CASEROS AV.,7,FLORES - PARQUE CHACABUCO,103649.67568294,98786.92074818,-58.42349365,-34.64019887,2018-2
2018-0135,2018-12-18,2018,12,18,Martes,14:40:00,14,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,Más de 80,2018-12-22 00:00:00,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,PERU,BELGRANO AV. y PERU,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,108124.38297421,101840.19801704,-58.37471802,-34.61265002,2018-2
2018-0136,2018-12-18,2018,12,18,Martes,15:42:00,15,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,70,Entre 61-80,2018-12-18 00:00:00,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 7013,7,FLORES - PARQUE CHACABUCO,99900.22869225,100014.51595495,-58.46438789,-34.62913916,2018-2
2018-0137,2018-12-18,2018,12,18,Martes,20:15:00,20,1,MOTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MOTO,MASCULINO,29, Entre 21- 40,2018-12-19 00:00:00,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO",SANTIAGO DEL ESTERO,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,107198.03031731,102023.53206745,-58.38481975,-34.61100424,2018-2
2018-0138,2018-12-21,2018,12,21,Viernes,09:30:00,9,1,PASAJEROS-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,PASAJEROS,FEMENINO,79,Entre 61-80,2018-12-21 00:00:00,Bermudez 1893,CALLE,BERMUDEZ,,BERMUDEZ 1893,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,95944.83421152,100945.68379559,-58.50751833,-34.62073702,2018-2
2018-0139,2018-12-22,2018,12,22,Sabado,06:30:00,6,1,MOTO-MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MOTO,MASCULINO,28, Entre 21- 40,2018-12-24 00:00:00,Santander 1974,CALLE,SANTANDER,,SANTANDER 1974,7,FLORES - PARQUE CHACABUCO,101510.09611838,98933.71958961,-58.44682986,-34.63888084,2018-2
2018-0140,2018-12-22,2018,12,22,Sabado,08:05:00,8,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,78,Entre 61-80,2018-12-22 00:00:00,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,,LANTERI JULIETA 1400,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,109469.86887005,101709.8666596,-58.36004650,-34.61381341,2018-2
2018-0141,2018-12-22,2018,12,22,Sabado,17:40:00,17,1,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,75,Entre 61-80,2018-12-24 00:00:00,Maza y Av. Independencia,AVENIDA,MAZA,INDEPENDENCIA AV.,MAZA e INDEPENDENCIA AV.,5,ALMAGRO - BOEDO,104420.68512694,100931.98574919,-58.41509546,-34.62085945,2018-2
2018-0142,2018-12-25,2018,12,25,Martes,13:30:00,13,1,CARGAS-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,CARGAS,MASCULINO,32, Entre 21- 40,2019-01-01 00:00:00,"PAZ, GRAL. AV. 5172",GRAL PAZ,"PAZ, GRAL. AV.",,"PAZ, GRAL. AV. 5172",12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,95716.93710226,106295.47905158,-58.50997604,-34.57251072,2018-2
2018-0143,2018-12-29,2018,12,29,Sabado,05:25:00,5,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,22, Entre 21- 40,2018-12-29 00:00:00,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,"ALBERDI, JUAN BAUTISTA AV.","OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,97912.79273192,98756.38729095,-58.48606475,-34.64047818,2018-2
2019-0001,2019-01-08,2019,1,8,Martes,08:30:00,8,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,25, Entre 21- 40,2019-01-08 00:00:00,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,RECOLETA,107160.34141948,105678.38284277,-58.38526125,-34.57805810,2019-1
